0200	FURY_CUTTER_FAST	Fury Cutter	れんぞくぎり
0201	BUG_BITE_FAST	Bug Bite	むしくい
0202	BITE_FAST	Bite	かみつく
0203	SUCKER_PUNCH_FAST	Sucker Punch	ふいうち
0204	DRAGON_BREATH_FAST	Dragon Breath	りゅうのいぶき
0205	THUNDER_SHOCK_FAST	Thunder Shock	でんきショック
0206	SPARK_FAST	Spark	スパーク
0207	LOW_KICK_FAST	Low Kick	けたぐり
0208	KARATE_CHOP_FAST	Karate Chop	からてチョップ
0209	EMBER_FAST	Ember	ひのこ
0210	WING_ATTACK_FAST	Wing Attack	つばさでうつ
0211	PECK_FAST	Peck	つつく
0212	LICK_FAST	Lick	したでなめる
0213	SHADOW_CLAW_FAST	Shadow Claw	シャドークロー
0214	VINE_WHIP_FAST	Vine Whip	つるのムチ
0215	RAZOR_LEAF_FAST	Razor Leaf	はっぱカッター
0216	MUD_SHOT_FAST	Mud Shot	マッドショット
0217	ICE_SHARD_FAST	Ice Shard	こおりのつぶて
0218	FROST_BREATH_FAST	Frost Breath	こおりのいぶき
0219	QUICK_ATTACK_FAST	Quick Attack	でんこうせっか
0220	SCRATCH_FAST	Scratch	ひっかく
0221	TACKLE_FAST	Tackle	たいあたり
0222	POUND_FAST	Pound	はたく
0223	CUT_FAST	Cut	いあいぎり
0224	POISON_JAB_FAST	Poison Jab	どくづき
0225	ACID_FAST	Acid	ようかいえき
0226	PSYCHO_CUT_FAST	Psycho Cut	サイコカッター
0227	ROCK_THROW_FAST	Rock Throw	いわおとし
0228	METAL_CLAW_FAST	Metal Claw	メタルクロー
0229	BULLET_PUNCH_FAST	Bullet Punch	バレットパンチ
0230	WATER_GUN_FAST	Water Gun	みずでっぽう
0231	SPLASH_FAST	Splash	はねる
0233	MUD_SLAP_FAST	Mud Slap	どろかけ
0234	ZEN_HEADBUTT_FAST	Zen Headbutt	しねんのずつき
0235	CONFUSION_FAST	Confusion	ねんりき
0236	POISON_STING_FAST	Poison Sting	どくばり
0237	BUBBLE_FAST	Bubble	あわ
0238	FEINT_ATTACK_FAST	Feint Attack	だましうち
0239	STEEL_WING_FAST	Steel Wing	はがねのつばさ
0240	FIRE_FANG_FAST	Fire Fang	ほのおのキバ
0241	ROCK_SMASH_FAST	Rock Smash	いわくだき
0242	TRANSFORM_FAST	Transform	へんしん
0243	COUNTER_FAST	Counter	カウンター
0244	POWDER_SNOW_FAST	Powder Snow	こなゆき
0249	CHARGE_BEAM_FAST	Charge Beam	チャージビーム
0250	VOLT_SWITCH_FAST	Volt Switch	ボルトチェンジ
0253	DRAGON_TAIL_FAST	Dragon Tail	ドラゴンテール
0255	AIR_SLASH_FAST	Air Slash	エアスラッシュ
0260	INFESTATION_FAST	Infestation	まとわりつく
0261	STRUGGLE_BUG_FAST	Struggle Bug	むしのていこう
0263	ASTONISH_FAST	Astonish	おどろかす
0264	HEX_FAST	Hex	たたりめ
0266	IRON_TAIL_FAST	Iron Tail	アイアンテール
0269	FIRE_SPIN_FAST	Fire Spin	ほのおのうず
0271	BULLET_SEED_FAST	Bullet Seed	タネマシンガン
0274	EXTRASENSORY_FAST	Extrasensory	じんつうりき
0278	SNARL_FAST	Snarl	バークアウト
0281	HIDDEN_POWER_FAST	Hidden Power	めざめるパワー
0282	TAKE_DOWN_FAST	Take Down	とっしん
0283	WATERFALL_FAST	Waterfall	たきのぼり
0287	YAWN_FAST	Yawn	あくび
0291	PRESENT_FAST	Present	プレゼント
0297	SMACK_DOWN_FAST	Smack Down	うちおとす
0320	CHARM_FAST	Charm	あまえる
0325	LOCK_ON_FAST	Lock On	ロックオン
0326	THUNDER_FANG_FAST	Thunder Fang	かみなりのキバ
0327	ICE_FANG_FAST	Ice Fang	こおりのキバ
0345	GUST_FAST	Gust	かぜおこし
0346	INCINERATE_FAST	Incinerate	やきつくす
0357	MAGICAL_LEAF_FAST	Magical Leaf	マジカルリーフ
0013	WRAP	Wrap	まきつく
0014	HYPER_BEAM	Hyper Beam	はかいこうせん
0016	DARK_PULSE	Dark Pulse	あくのはどう
0018	SLUDGE	Sludge	ヘドロこうげき
0020	VICE_GRIP	Vice Grip	はさむ
0021	FLAME_WHEEL	Flame Wheel	かえんぐるま
0022	MEGAHORN	Megahorn	メガホーン
0024	FLAMETHROWER	Flamethrower	かえんほうしゃ
0026	DIG	Dig	あなをほる
0028	CROSS_CHOP	Cross Chop	クロスチョップ
0030	PSYBEAM	Psybeam	サイケこうせん
0031	EARTHQUAKE	Earthquake	じしん
0032	STONE_EDGE	Stone Edge	ストーンエッジ
0033	ICE_PUNCH	Ice Punch	れいとうパンチ
0034	HEART_STAMP	Heart Stamp	ハートスタンプ
0035	DISCHARGE	Discharge	ほうでん
0036	FLASH_CANNON	Flash Cannon	ラスターカノン
0038	DRILL_PECK	Drill Peck	ドリルくちばし
0039	ICE_BEAM	Ice Beam	れいとうビーム
0040	BLIZZARD	Blizzard	ふぶき
0042	HEAT_WAVE	Heat Wave	ねっぷう
0045	AERIAL_ACE	Aerial Ace	つばめがえし
0046	DRILL_RUN	Drill Run	ドリルライナー
0047	PETAL_BLIZZARD	Petal Blizzard	はなふぶき
0048	MEGA_DRAIN	Mega Drain	メガドレイン
0049	BUG_BUZZ	Bug Buzz	むしのさざめき
0050	POISON_FANG	Poison Fang	どくどくのキバ
0051	NIGHT_SLASH	Night Slash	つじぎり
0053	BUBBLE_BEAM	Bubble Beam	バブルこうせん
0054	SUBMISSION	Submission	じごくぐるま
0056	LOW_SWEEP	Low Sweep	ローキック
0057	AQUA_JET	Aqua Jet	アクアジェット
0058	AQUA_TAIL	Aqua Tail	アクアテール
0059	SEED_BOMB	Seed Bomb	タネばくだん
0060	PSYSHOCK	Psyshock	サイコショック
0062	ANCIENT_POWER	Ancient Power	げんしのちから
0063	ROCK_TOMB	Rock Tomb	がんせきふうじ
0064	ROCK_SLIDE	Rock Slide	いわなだれ
0065	POWER_GEM	Power Gem	パワージェム
0066	SHADOW_SNEAK	Shadow Sneak	かげうち
0067	SHADOW_PUNCH	Shadow Punch	シャドーパンチ
0069	OMINOUS_WIND	Ominous Wind	あやしいかぜ
0070	SHADOW_BALL	Shadow Ball	シャドーボール
