0001	BULBASAUR_NORMAL	フシギダネ	Bulbasaur
0002	IVYSAUR_NORMAL	フシギソウ	Ivysaur
0003	VENUSAUR_NORMAL	フシギバナ	Venusaur
0004	CHARMANDER_NORMAL	ヒトカゲ	Charmander
0005	CHARMELEON_NORMAL	リザード	Charmeleon
0006	CHARIZARD_NORMAL	リザードン	Charizard
0007	SQUIRTLE_NORMAL	ゼニガメ	Squirtle
0008	WARTORTLE_NORMAL	カメール	Wartortle
0009	BLASTOISE_NORMAL	カメックス	Blastoise
0010	CATERPIE	キャタピー	Caterpie
0011	METAPOD	トランセル	Metapod
0012	BUTTERFREE	バタフリー	Butterfree
0013	WEEDLE_NORMAL	ビードル	Weedle
0014	KAKUNA_NORMAL	コクーン	Kakuna
0015	BEEDRILL_NORMAL	スピアー	Beedrill
0016	PIDGEY	ポッポ	Pidgey
0017	PIDGEOTTO	ピジョン	Pidgeotto
0018	PIDGEOT	ピジョット	Pidgeot
0019	RATTATA_ALOLA	コラッタ (アローラのすがた)	Alolan Rattata
0019	RATTATA_NORMAL	コラッタ	Rattata
0020	RATICATE_ALOLA	ラッタ (アローラのすがた)	Alolan Raticate
0020	RATICATE_NORMAL	ラッタ	Raticate
0021	SPEAROW	オニスズメ	Spearow
0022	FEAROW	オニドリル	Fearow
0023	EKANS_NORMAL	アーボ	Ekans
0024	ARBOK_NORMAL	アーボック	Arbok
0025	PIKACHU_NORMAL	ピカチュウ	Pikachu
0026	RAICHU_ALOLA	ライチュウ (アローラのすがた)	Alolan Raichu
0026	RAICHU_NORMAL	ライチュウ	Raichu
0027	SANDSHREW_ALOLA	サンド (アローラのすがた)	Alolan Sandshrew
0027	SANDSHREW_NORMAL	サンド	Sandshrew
0028	SANDSLASH_ALOLA	サンドパン (アローラのすがた)	Alolan Sandslash
0028	SANDSLASH_NORMAL	サンドパン	Sandslash
0029	NIDORAN_F_NORMAL	ニドラン♀	Nidoran♀
0030	NIDORINA_NORMAL	ニドリーナ	Nidorina
0031	NIDOQUEEN_NORMAL	ニドクイン	Nidoqueen
0032	NIDORAN_M_NORMAL	ニドラン♂	Nidoran♂
0033	NIDORINO_NORMAL	ニドリーノ	Nidorino
0034	NIDOKING_NORMAL	ニドキング	Nidoking
0035	CLEFAIRY	ピッピ	Clefairy
0036	CLEFABLE	ピクシー	Clefable
0037	VULPIX_ALOLA	ロコン (アローラのすがた)	Alolan Vulpix
0037	VULPIX_NORMAL	ロコン	Vulpix
0038	NINETALES_ALOLA	キュウコン (アローラのすがた)	Alolan Ninetales
0038	NINETALES_NORMAL	キュウコン	Ninetales
0039	JIGGLYPUFF	プリン	Jigglypuff
0040	WIGGLYTUFF	プクリン	Wigglytuff
0041	ZUBAT_NORMAL	ズバット	Zubat
0042	GOLBAT_NORMAL	ゴルバット	Golbat
0043	ODDISH_NORMAL	ナゾノクサ	Oddish
0044	GLOOM_NORMAL	クサイハナ	Gloom
0045	VILEPLUME_NORMAL	ラフレシア	Vileplume
0046	PARAS	パラス	Paras
0047	PARASECT	パラセクト	Parasect
0048	VENONAT_NORMAL	コンパン	Venonat
0049	VENOMOTH_NORMAL	モルフォン	Venomoth
0050	DIGLETT_ALOLA	ディグダ (アローラのすがた)	Alolan Diglett
0050	DIGLETT_NORMAL	ディグダ	Diglett
0051	DUGTRIO_ALOLA	ダグトリオ (アローラのすがた)	Alolan Dugtrio
0051	DUGTRIO_NORMAL	ダグトリオ	Dugtrio
0052	MEOWTH_ALOLA	ニャース (アローラのすがた)	Alolan Meowth
0052	MEOWTH_GALARIAN	ニャース (ガラルのすがた)	Galarian Meowth
0052	MEOWTH_NORMAL	ニャース	Meowth
0053	PERSIAN_ALOLA	ペルシアン (アローラのすがた)	Alolan Persian
0053	PERSIAN_NORMAL	ペルシアン	Persian
0054	PSYDUCK_NORMAL	コダック	Psyduck
0055	GOLDUCK_NORMAL	ゴルダック	Golduck
0056	MANKEY	マンキー	Mankey
0057	PRIMEAPE	オコリザル	Primeape
0058	GROWLITHE_NORMAL	ガーディ	Growlithe
0059	ARCANINE_NORMAL	ウインディ	Arcanine
0060	POLIWAG_NORMAL	ニョロモ	Poliwag
0061	POLIWHIRL_NORMAL	ニョロゾ	Poliwhirl
0062	POLIWRATH_NORMAL	ニョロボン	Poliwrath
0063	ABRA_NORMAL	ケーシィ	Abra
0064	KADABRA_NORMAL	ユンゲラー	Kadabra
0065	ALAKAZAM_NORMAL	フーディン	Alakazam
0066	MACHOP_NORMAL	ワンリキー	Machop
0067	MACHOKE_NORMAL	ゴーリキー	Machoke
0068	MACHAMP_NORMAL	カイリキー	Machamp
0069	BELLSPROUT_NORMAL	マダツボミ	Bellsprout
0070	WEEPINBELL_NORMAL	ウツドン	Weepinbell
0071	VICTREEBEL_NORMAL	ウツボット	Victreebel
0072	TENTACOOL	メノクラゲ	Tentacool
0073	TENTACRUEL	ドククラゲ	Tentacruel
0074	GEODUDE_ALOLA	イシツブテ (アローラのすがた)	Alolan Geodude
0074	GEODUDE_NORMAL	イシツブテ	Geodude
0075	GRAVELER_ALOLA	ゴローン (アローラのすがた)	Alolan Graveler
0075	GRAVELER_NORMAL	ゴローン	Graveler
0076	GOLEM_ALOLA	ゴローニャ (アローラのすがた)	Alolan Golem
0076	GOLEM_NORMAL	ゴローニャ	Golem
0077	PONYTA_GALARIAN	ポニータ (ガラルのすがた)	Galarian Ponyta
0077	PONYTA_NORMAL	ポニータ	Ponyta
0078	RAPIDASH_GALARIAN	ギャロップ (ガラルのすがた)	Galarian Rapidash
0078	RAPIDASH_NORMAL	ギャロップ	Rapidash
0079	SLOWPOKE_GALARIAN	ヤドン (ガラルのすがた)	Galarian Slowpoke
0079	SLOWPOKE_NORMAL	ヤドン	Slowpoke
0080	SLOWBRO_GALARIAN	ヤドラン (ガラルのすがた)	Galarian Slowbro
0080	SLOWBRO_NORMAL	ヤドラン	Slowbro
0081	MAGNEMITE_NORMAL	コイル	Magnemite
0082	MAGNETON_NORMAL	レアコイル	Magneton
0083	FARFETCHD_GALARIAN	カモネギ (ガラルのすがた)	Galarian Farfetch'd
0083	FARFETCHD_NORMAL	カモネギ	Farfetch'd
0084	DODUO	ドードー	Doduo
0085	DODRIO	ドードリオ	Dodrio
0086	SEEL	パウワウ	Seel
0087	DEWGONG	ジュゴン	Dewgong
0088	GRIMER_ALOLA	ベトベター (アローラのすがた)	Alolan Grimer
0088	GRIMER_NORMAL	ベトベター	Grimer
0089	MUK_ALOLA	ベトベトン (アローラのすがた)	Alolan Muk
0089	MUK_NORMAL	ベトベトン	Muk
0090	SHELLDER_NORMAL	シェルダー	Shellder
0091	CLOYSTER_NORMAL	パルシェン	Cloyster
0092	GASTLY	ゴース	Gastly
0093	HAUNTER	ゴースト	Haunter
0094	GENGAR_NORMAL	ゲンガー	Gengar
0095	ONIX_NORMAL	イワーク	Onix
0096	DROWZEE_NORMAL	スリープ	Drowzee
0097	HYPNO_NORMAL	スリーパー	Hypno
0098	KRABBY_NORMAL	クラブ	Krabby
0099	KINGLER_NORMAL	キングラー	Kingler
0100	VOLTORB_HISUIAN	ビリリダマ（ヒスイのすがた）	Hisuian Voltorb
0100	VOLTORB_NORMAL	ビリリダマ	Voltorb
0101	ELECTRODE_NORMAL	マルマイン	Electrode
0102	EXEGGCUTE_NORMAL	タマタマ	Exeggcute
0103	EXEGGUTOR_ALOLA	ナッシー (アローラのすがた)	Alolan Exeggutor
0103	EXEGGUTOR_NORMAL	ナッシー	Exeggutor
0104	CUBONE_NORMAL	カラカラ	Cubone
0105	MAROWAK_ALOLA	ガラガラ (アローラのすがた)	Alolan Marowak
0105	MAROWAK_NORMAL	ガラガラ	Marowak
0106	HITMONLEE_NORMAL	サワムラー	Hitmonlee
0107	HITMONCHAN_NORMAL	エビワラー	Hitmonchan
0108	LICKITUNG	ベロリンガ	Lickitung
0109	KOFFING_NORMAL	ドガース	Koffing
0110	WEEZING_GALARIAN	マタドガス (ガラルのすがた)	Galarian Weezing
0110	WEEZING_NORMAL	マタドガス	Weezing
0111	RHYHORN_NORMAL	サイホーン	Rhyhorn
0112	RHYDON_NORMAL	サイドン	Rhydon
0113	CHANSEY	ラッキー	Chansey
0114	TANGELA_NORMAL	モンジャラ	Tangela
0115	KANGASKHAN_NORMAL	ガルーラ	Kangaskhan
0116	HORSEA_NORMAL	タッツー	Horsea
0117	SEADRA_NORMAL	シードラ	Seadra
0118	GOLDEEN	トサキント	Goldeen
0119	SEAKING	アズマオウ	Seaking
0120	STARYU	ヒトデマン	Staryu
0121	STARMIE	スターミー	Starmie
0122	MR_MIME_GALARIAN	バリヤード (ガラルのすがた)	Galarian Mr. Mime
0122	MR_MIME_NORMAL	バリヤード	Mr. Mime
0123	SCYTHER_NORMAL	ストライク	Scyther
0124	JYNX	ルージュラ	Jynx
0125	ELECTABUZZ_NORMAL	エレブー	Electabuzz
0126	MAGMAR_NORMAL	ブーバー	Magmar
0127	PINSIR_NORMAL	カイロス	Pinsir
