0001	BULBASAUR	VINE_WHIP_FAST	false
0001	BULBASAUR	TACKLE_FAST	false
0001	BULBASAUR_FALL_2019	VINE_WHIP_FAST	false
0001	BULBASAUR_FALL_2019	TACKLE_FAST	false
0001	BULBASAUR_NORMAL	VINE_WHIP_FAST	false
0001	BULBASAUR_NORMAL	TACKLE_FAST	false
0002	IVYSAUR	RAZOR_LEAF_FAST	false
0002	IVYSAUR	VINE_WHIP_FAST	false
0002	IVYSAUR_NORMAL	RAZOR_LEAF_FAST	false
0002	IVYSAUR_NORMAL	VINE_WHIP_FAST	false
0003	VENUSAUR	RAZOR_LEAF_FAST	false
0003	VENUSAUR	VINE_WHIP_FAST	false
0003	VENUSAUR_COPY_2019	RAZOR_LEAF_FAST	false
0003	VENUSAUR_COPY_2019	VINE_WHIP_FAST	false
0003	VENUSAUR_NORMAL	RAZOR_LEAF_FAST	false
0003	VENUSAUR_NORMAL	VINE_WHIP_FAST	false
0004	CHARMANDER	EMBER_FAST	false
0004	CHARMANDER	SCRATCH_FAST	false
0004	CHARMANDER_FALL_2019	EMBER_FAST	false
0004	CHARMANDER_FALL_2019	SCRATCH_FAST	false
0004	CHARMANDER_NORMAL	EMBER_FAST	false
0004	CHARMANDER_NORMAL	SCRATCH_FAST	false
0005	CHARMELEON	EMBER_FAST	false
0005	CHARMELEON	FIRE_FANG_FAST	false
0005	CHARMELEON_NORMAL	EMBER_FAST	false
0005	CHARMELEON_NORMAL	FIRE_FANG_FAST	false
0006	CHARIZARD	FIRE_SPIN_FAST	false
0006	CHARIZARD	AIR_SLASH_FAST	false
0006	CHARIZARD_COPY_2019	FIRE_SPIN_FAST	false
0006	CHARIZARD_COPY_2019	AIR_SLASH_FAST	false
0006	CHARIZARD_NORMAL	FIRE_SPIN_FAST	false
0006	CHARIZARD_NORMAL	AIR_SLASH_FAST	false
0007	SQUIRTLE	BUBBLE_FAST	false
0007	SQUIRTLE	TACKLE_FAST	false
0007	SQUIRTLE_FALL_2019	BUBBLE_FAST	false
0007	SQUIRTLE_FALL_2019	TACKLE_FAST	false
0007	SQUIRTLE_NORMAL	BUBBLE_FAST	false
0007	SQUIRTLE_NORMAL	TACKLE_FAST	false
0008	WARTORTLE	WATER_GUN_FAST	false
0008	WARTORTLE	BITE_FAST	false
0008	WARTORTLE_NORMAL	WATER_GUN_FAST	false
0008	WARTORTLE_NORMAL	BITE_FAST	false
0009	BLASTOISE	WATER_GUN_FAST	false
0009	BLASTOISE	BITE_FAST	false
0009	BLASTOISE_COPY_2019	WATER_GUN_FAST	false
0009	BLASTOISE_COPY_2019	BITE_FAST	false
0009	BLASTOISE_NORMAL	WATER_GUN_FAST	false
0009	BLASTOISE_NORMAL	BITE_FAST	false
0010	CATERPIE	BUG_BITE_FAST	false
0010	CATERPIE	TACKLE_FAST	false
0011	METAPOD	BUG_BITE_FAST	false
0011	METAPOD	TACKLE_FAST	false
0012	BUTTERFREE	STRUGGLE_BUG_FAST	false
0012	BUTTERFREE	CONFUSION_FAST	false
0013	WEEDLE	BUG_BITE_FAST	false
0013	WEEDLE	POISON_STING_FAST	false
0013	WEEDLE_NORMAL	BUG_BITE_FAST	false
0013	WEEDLE_NORMAL	POISON_STING_FAST	false
0014	KAKUNA	BUG_BITE_FAST	false
0014	KAKUNA	POISON_STING_FAST	false
0014	KAKUNA_NORMAL	BUG_BITE_FAST	false
0014	KAKUNA_NORMAL	POISON_STING_FAST	false
0015	BEEDRILL	INFESTATION_FAST	false
0015	BEEDRILL	POISON_JAB_FAST	false
0015	BEEDRILL_NORMAL	INFESTATION_FAST	false
0015	BEEDRILL_NORMAL	POISON_JAB_FAST	false
0016	PIDGEY	QUICK_ATTACK_FAST	false
0016	PIDGEY	TACKLE_FAST	false
0017	PIDGEOTTO	WING_ATTACK_FAST	false
0017	PIDGEOTTO	STEEL_WING_FAST	false
0018	PIDGEOT	AIR_SLASH_FAST	false
0018	PIDGEOT	STEEL_WING_FAST	false
0019	RATTATA	TACKLE_FAST	false
0019	RATTATA	QUICK_ATTACK_FAST	false
0019	RATTATA_ALOLA	TACKLE_FAST	false
0019	RATTATA_ALOLA	QUICK_ATTACK_FAST	false
0019	RATTATA_NORMAL	TACKLE_FAST	false
0019	RATTATA_NORMAL	QUICK_ATTACK_FAST	false
0020	RATICATE	BITE_FAST	false
0020	RATICATE	QUICK_ATTACK_FAST	false
0020	RATICATE_ALOLA	BITE_FAST	false
0020	RATICATE_ALOLA	QUICK_ATTACK_FAST	false
0020	RATICATE_NORMAL	BITE_FAST	false
0020	RATICATE_NORMAL	QUICK_ATTACK_FAST	false
0021	SPEAROW	PECK_FAST	false
0021	SPEAROW	QUICK_ATTACK_FAST	false
0022	FEAROW	PECK_FAST	false
