1	フシギダネ	Bulbasaur	GRASS	POISON	128	118	111	1115	40	113	105	99	11187
2	フシギソウ	Ivysaur	GRASS	POISON	155	151	143	1492	31.5	125	122	117	14625
3	フシギバナ	Venusaur	GRASS	POISON	190	198	189	1476	19	119	124	118	14042
4	ヒトカゲ	Charmander	FIRE		118	116	93	980	40	105	103	85	8925
5	リザード	Charmeleon	FIRE		151	158	126	1499	33.5	124	130	106	13144
6	リザードン	Charizard	FIRE	FLYING	186	223	173	1486	18	113	134	106	11978
7	ゼニガメ	Squirtle	WATER		127	94	121	946	40	112	86	107	11984
8	カメール	Wartortle	WATER		153	126	155	1488	40	132	111	134	17688
9	カメックス	Blastoise	WATER		188	171	207	1479	21	124	113	135	16740
10	キャタピー	Caterpie	BUG		128	55	55	437	40	113	55	55	6215
11	トランセル	Metapod	BUG		137	45	80	450	40	120	47	75	9000
12	バタフリー	Butterfree	BUG	FLYING	155	167	137	1487	28.5	121	129	108	13068
13	ビードル	Weedle	BUG	POISON	120	63	50	456	40	106	61	51	5406
14	コクーン	Kakuna	BUG	POISON	128	46	75	432	40	113	48	71	8023
15	スピアー	Beedrill	BUG	POISON	163	169	130	1477	28	125	130	102	12750
16	ポッポ	Pidgey	NORMAL	FLYING	120	85	73	680	40	106	79	69	7314
17	ピジョン	Pidgeotto	NORMAL	FLYING	160	117	105	1194	40	138	104	94	12972
18	ピジョット	Pidgeot	NORMAL	FLYING	195	166	154	1490	24.5	138	119	111	15318
19	コラッタ (アローラのすがた)	Alolan Rattata	DARK	NORMAL	102	103	70	734	40	92	93	67	6164
19	コラッタ	Rattata	NORMAL		102	103	70	734	40	92	93	67	6164
20	ラッタ (アローラのすがた)	Alolan Raticate	DARK	NORMAL	181	135	154	1498	31.5	145	111	125	18125
20	ラッタ	Raticate	NORMAL		146	161	139	1496	30.5	118	129	113	13334
21	オニスズメ	Spearow	NORMAL	FLYING	120	112	60	798	40	106	100	59	6254
22	オニドリル	Fearow	NORMAL	FLYING	163	182	133	1483	26	121	134	100	12100
23	アーボ	Ekans	POISON		111	110	97	927	40	99	98	88	8712
24	アーボック	Arbok	POISON		155	167	153	1482	27	118	126	116	13688
25	ピカチュウ	Pikachu	ELECTRIC		111	112	96	938	40	99	100	87	8613
26	ライチュウ	Raichu	ELECTRIC		155	193	151	1496	24	111	136	108	11988
26	ライチュウ (アローラのすがた)	Alolan Raichu	ELECTRIC	PSYCHIC	155	201	154	1469	22.5	107	136	107	11449
27	サンド	Sandshrew	GROUND		137	126	120	1261	40	120	111	106	12720
27	サンド (アローラのすがた)	Alolan Sandshrew	ICE	STEEL	137	125	129	1293	40	120	110	113	13560
28	サンドパン (アローラのすがた)	Alolan Sandslash	ICE	STEEL	181	177	195	1494	21.5	121	118	130	15730
28	サンドパン	Sandslash	GROUND		181	182	175	1492	22	122	123	119	14518
29	ニドラン♀	Nidoran♀	POISON		146	86	89	816	40	127	79	82	10414
30	ニドリーナ	Nidorina	POISON		172	117	120	1309	40	147	104	106	15582
31	ニドクイン	Nidoqueen	POISON	GROUND	207	180	173	1492	21	135	119	115	15525
32	ニドラン♂	Nidoran♂	POISON		130	105	76	860	40	114	94	71	8094
33	ニドリーノ	Nidorino	POISON		156	137	111	1393	40	135	120	99	13365
34	ニドキング	Nidoking	POISON	GROUND	191	204	156	1466	20	123	130	102	12546
35	ピッピ	Clefairy	FAIRY		172	107	108	1155	40	147	96	97	14259
36	ピクシー	Clefable	FAIRY		216	178	162	1497	21.5	143	119	109	15587
37	ロコン (アローラのすがた)	Alolan Vulpix	ICE		116	96	109	883	40	103	87	97	9991
37	ロコン	Vulpix	FIRE		116	96	109	883	40	103	87	97	9991
38	キュウコン	Ninetales	FIRE		177	169	190	1498	23	123	117	131	16113
38	キュウコン (アローラのすがた)	Alolan Ninetales	ICE	FAIRY	177	170	193	1484	22.5	121	117	131	15851
39	プリン	Jigglypuff	NORMAL	FAIRY	251	80	41	724	40	210	75	44	9240
40	プクリン	Wigglytuff	NORMAL	FAIRY	295	156	90	1486	27	215	118	72	15480
41	ズバット	Zubat	POISON	FLYING	120	83	73	667	40	106	77	69	7314
42	ゴルバット	Golbat	POISON	FLYING	181	161	150	1496	26.5	134	121	113	15142
43	ナゾノクサ	Oddish	GRASS	POISON	128	131	112	1228	40	113	115	100	11300
44	クサイハナ	Gloom	GRASS	POISON	155	153	136	1489	32	126	124	112	14112
45	ラフレシア	Vileplume	GRASS	POISON	181	202	167	1499	20.5	118	131	110	12980
46	パラス	Paras	BUG	GRASS	111	121	99	1018	40	99	107	90	8910
47	パラセクト	Parasect	BUG	GRASS	155	165	146	1488	28	120	127	113	13560
48	コンパン	Venonat	BUG	POISON	155	100	100	1004	40	134	90	90	12060
49	モルフォン	Venomoth	BUG	POISON	172	179	143	1487	25	124	129	105	13020
50	ディグダ (アローラのすがた)	Alolan Diglett	GROUND	STEEL	67	108	81	681	40	64	97	75	4800
50	ディグダ	Diglett	GROUND		67	109	78	676	40	64	97	73	4672
51	ダグトリオ	Dugtrio	GROUND		111	167	136	1500	37	97	140	116	11252
51	ダグトリオ (アローラのすがた)	Alolan Dugtrio	GROUND	STEEL	111	201	142	1490	27.5	88	151	109	9592
52	ニャース (アローラのすがた)	Alolan Meowth	DARK		120	99	78	797	40	106	90	73	7738
52	ニャース	Meowth	NORMAL		120	92	78	748	40	106	84	73	7738
53	ペルシアン	Persian	NORMAL		163	150	136	1496	32	132	122	112	14784
53	ペルシアン (アローラのすがた)	Alolan Persian	DARK		163	158	136	1493	29.5	129	125	109	14061
54	コダック	Psyduck	WATER		137	122	95	1106	40	120	108	86	10320
55	ゴルダック	Golduck	WATER		190	191	162	1470	21	125	126	108	13500
56	マンキー	Mankey	FIGHTING		120	148	82	1164	40	106	128	76	8056
57	オコリザル	Primeape	FIGHTING		163	207	138	1470	22.5	112	140	96	10752
58	ガーディ	Growlithe	FIRE		146	136	93	1243	40	127	119	85	10795
59	ウインディ	Arcanine	FIRE		207	227	166	1471	17	122	133	99	12078
60	ニョロモ	Poliwag	WATER		120	101	82	829	40	106	91	76	8056
61	ニョロゾ	Poliwhirl	WATER		163	130	123	1419	40	140	114	109	15260
62	ニョロボン	Poliwrath	WATER	FIGHTING	207	182	184	1477	20	132	117	118	15576
63	ケーシィ	Abra	PSYCHIC		93	195	82	1342	40	85	165	76	6460
64	ユンゲラー	Kadabra	PSYCHIC		120	232	117	1500	25.5	91	166	89	8099
65	フーディン	Alakazam	PSYCHIC		146	271	167	1485	17	88	157	100	8800
66	ワンリキー	Machop	FIGHTING		172	137	82	1278	40	147	120	76	11172
67	ゴーリキー	Machoke	FIGHTING		190	177	125	1480	25.5	138	129	94	12972
68	カイリキー	Machamp	FIGHTING		207	234	159	1484	17	122	137	95	11590
69	マダツボミ	Bellsprout	GRASS	POISON	137	139	61	1033	40	120	121	60	7200
70	ウツドン	Weepinbell	GRASS	POISON	163	172	92	1496	35	135	142	81	10935
71	ウツボット	Victreebel	GRASS	POISON	190	207	135	1493	21.5	126	137	92	11592
72	メノクラゲ	Tentacool	WATER	POISON	120	97	149	1040	40	106	88	129	13674
73	ドククラゲ	Tentacruel	WATER	POISON	190	166	209	1488	21.5	126	112	138	17388
74	イシツブテ	Geodude	ROCK	GROUND	120	132	132	1293	40	106	116	116	12296
74	イシツブテ (アローラのすがた)	Alolan Geodude	ROCK	ELECTRIC	120	132	132	1293	40	106	116	116	12296
75	ゴローン	Graveler	ROCK	GROUND	146	164	164	1491	27.5	112	125	125	14000
75	ゴローン (アローラのすがた)	Alolan Graveler	ROCK	ELECTRIC	146	164	164	1491	27.5	112	125	125	14000
76	ゴローニャ (アローラのすがた)	Alolan Golem	ROCK	ELECTRIC	190	211	198	1474	17.5	114	126	119	13566
76	ゴローニャ	Golem	ROCK	GROUND	190	211	198	1474	17.5	114	126	119	13566
77	ポニータ	Ponyta	FIRE		137	170	127	1491	31.5	112	137	105	11760
78	ギャロップ	Rapidash	FIRE		163	207	162	1476	21	108	135	108	11664
79	ヤドン	Slowpoke	WATER	PSYCHIC	207	109	98	1226	40	175	97	89	15575
80	ヤドラン	Slowbro	WATER	PSYCHIC	216	177	180	1490	20.5	139	116	117	16263
81	コイル	Magnemite	ELECTRIC	STEEL	93	165	121	1362	40	85	142	107	9095
82	レアコイル	Magneton	ELECTRIC	STEEL	137	223	169	1491	21	93	145	112	10416
83	カモネギ	Farfetch'd	NORMAL	FLYING	141	124	115	1236	40	123	109	102	12546
84	ドードー	Doduo	NORMAL	FLYING	111	158	83	1200	40	99	136	77	7623
85	ドードリオ	Dodrio	NORMAL	FLYING	155	218	140	1484	22	106	145	97	10282
86	パウワウ	Seel	WATER		163	85	121	971	40	140	79	107	14980
87	ジュゴン	Dewgong	WATER	ICE	207	139	177	1475	26	151	104	130	19630
88	ベトベター	Grimer	POISON		190	135	90	1374	40	162	118	82	13284
88	ベトベター (アローラのすがた)	Alolan Grimer	POISON	DARK	190	135	90	1374	40	162	118	82	13284
89	ベトベトン (アローラのすがた)	Alolan Muk	POISON	DARK	233	190	172	1496	19	144	119	108	15552
89	ベトベトン	Muk	POISON		233	190	172	1496	19	144	119	108	15552
90	シェルダー	Shellder	WATER		102	116	134	1080	40	92	103	117	10764
91	パルシェン	Cloyster	WATER	ICE	137	186	256	1492	20.5	91	121	163	14833
92	ゴース	Gastly	GHOST	POISON	102	186	67	1229	40	92	158	64	5888
93	ゴースト	Haunter	GHOST	POISON	128	223	107	1486	26.5	98	163	83	8134
94	ゲンガー	Gengar	GHOST	POISON	155	261	149	1480	18	96	156	92	8832
95	イワーク	Onix	ROCK	GROUND	111	85	232	1101	40	99	79	195	19305
96	スリープ	Drowzee	PSYCHIC		155	89	136	1040	40	134	82	119	15946
97	スリーパー	Hypno	PSYCHIC		198	144	193	1493	25	142	106	138	19596
98	クラブ	Krabby	WATER		102	181	124	1494	37	90	151	107	9630
99	キングラー	Kingler	WATER		146	240	181	1495	18.5	92	146	112	10304
100	ビリリダマ	Voltorb	ELECTRIC		120	109	111	1010	40	106	97	99	10494
101	マルマイン	Electrode	ELECTRIC		155	173	173	1499	25	113	125	125	14125
102	タマタマ	Exeggcute	GRASS	PSYCHIC	155	107	125	1175	40	134	96	110	14740
103	ナッシー (アローラのすがた)	Alolan Exeggutor	GRASS	DRAGON	216	230	153	1464	17	127	134	92	11684
103	ナッシー	Exeggutor	GRASS	PSYCHIC	216	233	149	1464	17	127	136	90	11430
104	カラカラ	Cubone	GROUND		137	90	144	1019	40	120	82	125	15000
105	ガラガラ (アローラのすがた)	Alolan Marowak	FIRE	GHOST	155	144	186	1494	28.5	121	113	143	17303
105	ガラガラ	Marowak	GROUND		155	144	186	1494	28.5	121	113	143	17303
106	サワムラー	Hitmonlee	FIGHTING		137	224	181	1472	20	90	142	117	10530
107	エビワラー	Hitmonchan	FIGHTING		137	193	197	1499	22.5	96	131	134	12864
108	ベロリンガ	Lickitung	NORMAL		207	108	137	1411	40	175	97	120	21000
109	ドガース	Koffing	POISON		120	119	141	1214	40	106	105	123	13038
110	マタドガス	Weezing	POISON		163	174	197	1474	22.5	112	119	134	15008
111	サイホーン	Rhyhorn	GROUND	ROCK	190	140	127	1498	33.5	154	116	106	16324
112	サイドン	Rhydon	GROUND	ROCK	233	222	171	1498	16.5	134	128	100	13400
113	ラッキー	Chansey	NORMAL		487	60	128	1255	40	396	59	113	44748
114	モンジャラ	Tangela	GRASS		163	183	169	1470	23	114	126	117	13338
115	ガルーラ	Kangaskhan	NORMAL		233	181	165	1477	20	148	117	107	15836
116	タッツー	Horsea	WATER		102	129	103	1056	40	92	113	93	8556
117	シードラ	Seadra	WATER		146	187	156	1495	25	107	134	114	12198
118	トサキント	Goldeen	WATER		128	123	110	1152	40	113	109	98	11074
119	アズマオウ	Seaking	WATER		190	175	147	1482	24	134	124	106	14204
120	ヒトデマン	Staryu	WATER		102	137	112	1157	40	92	120	100	9200
121	スターミー	Starmie	WATER	PSYCHIC	155	210	184	1476	20	101	134	118	11918
122	バリヤード	Mr. Mime	PSYCHIC	FAIRY	120	192	205	1495	23.5	87	134	142	12354
123	ストライク	Scyther	BUG	FLYING	172	218	170	1469	19	108	135	107	11556
124	ルージュラ	Jynx	ICE	PSYCHIC	163	223	151	1496	20.5	107	143	100	10700
