1	フシギダネ	BULBASAUR	GRASS	POISON	128	118	111	1115	40	105	99	113	8.17165814463111760409
2	フシギソウ	IVYSAUR	GRASS	POISON	155	151	143	1699	40	131	124	134	11.91965566714490674318
3	フシギバナ	VENUSAUR	GRASS	POISON	190	198	189	2487	34	160	154	154	16.65449438202247191011
4	ヒトカゲ	CHARMANDER	FIRE		118	116	93	980	40	103	85	105	6.58671586715867158671
5	リザード	CHARMELEON	FIRE		151	158	126	1653	40	136	111	131	10.52932657494569152788
6	リザードン	CHARIZARD	FIRE	FLYING	186	223	173	2497	30.5	174	138	147	14.40767045454545454545
7	ゼニガメ	SQUIRTLE	WATER		127	94	121	946	40	86	107	112	8.70297748729121278141
8	カメール	WARTORTLE	WATER		153	126	155	1488	40	111	134	132	12.59829059829059829059
9	カメックス	BLASTOISE	WATER		188	171	207	2466	40	146	175	160	19.37716262975778546712
10	キャタピー	CATERPIE	BUG		128	55	55	437	40	55	55	113	4.69056603773584905660
11	トランセル	METAPOD	BUG		137	45	80	450	40	47	75	120	6.69144981412639405205
12	バタフリー	BUTTERFREE	BUG	FLYING	155	167	137	1827	40	143	120	134	11.56834532374100719425
13	ビードル	WEEDLE	BUG	POISON	120	63	50	456	40	61	51	106	4.09235427706283118849
14	コクーン	KAKUNA	BUG	POISON	128	46	75	432	40	48	71	113	5.98284862043251304996
15	スピアー	BEEDRILL	BUG	POISON	163	169	130	1846	40	145	114	140	11.53179190751445086705
16	ポッポ	PIDGEY	NORMAL	FLYING	120	85	73	680	40	79	69	106	5.46228528752800597461
17	ピジョン	PIDGEOTTO	NORMAL	FLYING	160	117	105	1194	40	104	94	138	9.51026392961876832845
18	ピジョット	PIDGEOT	NORMAL	FLYING	195	166	154	2129	40	143	133	165	15.64148253741981468282
19	コラッタ	RATTATA_NORMAL	NORMAL		102	103	70	734	40	93	67	92	4.61032161555721765146
19	コラッタ (アローラのすがた)	RATTATA_ALOLA	DARK	NORMAL	102	103	70	734	40	93	67	92	4.61032161555721765146
20	ラッタ	RATICATE_NORMAL	NORMAL		146	161	139	1730	40	139	121	127	11.04744787922358015816
20	ラッタ (アローラのすがた)	RATICATE_ALOLA	DARK	NORMAL	181	135	154	1705	40	118	133	154	14.59871703492516037063
21	オニスズメ	SPEAROW	NORMAL	FLYING	120	112	60	798	40	100	59	106	4.70579382994732881866
22	オニドリル	FEAROW	NORMAL	FLYING	163	182	133	1997	40	155	116	140	11.71717171717171717172
23	アーボ	EKANS	POISON		111	110	97	927	40	98	88	99	6.41531664212076583211
24	アーボック	ARBOK	POISON		155	167	153	1921	40	143	132	134	12.61626248216833095578
25	ピカチュウ	PIKACHU	ELECTRIC		111	112	96	938	40	100	87	99	6.34708916728076639646
26	ライチュウ (アローラのすがた)	RAICHU_ALOLA	ELECTRIC	PSYCHIC	155	201	154	2286	40	170	133	134	12.70277975766215253029
26	ライチュウ	RAICHU_NORMAL	ELECTRIC		155	193	151	2182	40	164	131	134	12.52962169878658101356
27	サンド (アローラのすがた)	SANDSHREW_ALOLA	ICE	STEEL	137	125	129	1293	40	110	113	120	9.80477223427331887202
27	サンド	SANDSHREW_NORMAL	GROUND		137	126	120	1261	40	111	106	120	9.24418604651162790697
28	サンドパン (アローラのすがた)	SANDSLASH_ALOLA	ICE	STEEL	181	177	195	2432	40	151	165	154	17.70731707317073170731
28	サンドパン	SANDSLASH_NORMAL	GROUND		181	182	175	2374	40	155	150	154	16.26760563380281690140
30	ニドリーナ	NIDORINA	POISON		172	117	120	1309	40	104	106	147	11.32412790697674418604
31	ニドクイン	NIDOQUEEN	POISON	GROUND	207	180	173	2488	40	154	148	175	18.26516220028208744711
33	ニドリーノ	NIDORINO	POISON		156	137	111	1393	40	120	99	135	9.76260043827611395179
34	ニドキング	NIDOKING	POISON	GROUND	191	204	156	2493	38	170	133	160	15.16749821810406272274
35	ピッピ	CLEFAIRY	FAIRY		172	107	108	1155	40	96	97	147	10.43087051938551572787
36	ピクシー	CLEFABLE	FAIRY		216	178	162	2437	40	152	139	182	17.95457771469127040454
37	ロコン	VULPIX_NORMAL	FIRE		116	96	109	883	40	87	97	103	7.30870519385515727871
37	ロコン (アローラのすがた)	VULPIX_ALOLA	ICE		116	96	109	883	40	87	97	103	7.30870519385515727871
38	キュウコン	NINETALES_NORMAL	FIRE		177	169	190	2279	40	145	162	151	17.08240223463687150838
38	キュウコン (アローラのすがた)	NINETALES_ALOLA	ICE	FAIRY	177	170	193	2309	40	146	164	151	17.26917712691771269178
39	プリン	JIGGLYPUFF	NORMAL	FAIRY	251	80	41	724	40	75	44	210	7.03196347031963470320
40	プクリン	WIGGLYTUFF	NORMAL	FAIRY	295	156	90	1926	40	135	82	244	14.79881656804733727811
41	ズバット	ZUBAT	POISON	FLYING	120	83	73	667	40	77	69	106	5.46228528752800597461
42	ゴルバット	GOLBAT	POISON	FLYING	181	161	150	1976	40	139	130	154	14.30000000000000000000
43	ナゾノクサ	ODDISH	GRASS	POISON	128	131	112	1228	40	115	100	113	8.24817518248175182482
44	クサイハナ	GLOOM	GRASS	POISON	155	153	136	1681	40	132	119	134	11.48020158387329013679
45	ラフレシア	VILEPLUME	GRASS	POISON	181	202	167	2486	38	169	141	152	15.18922749822820694543
46	パラス	PARAS	BUG	GRASS	111	121	99	1018	40	107	90	99	6.55147058823529411765
47	パラセクト	PARASECT	BUG	GRASS	155	165	146	1859	40	142	127	134	12.18181818181818181818
48	コンパン	VENONAT	BUG	POISON	155	100	100	1004	40	90	90	134	8.86764705882352941177
49	モルフォン	VENOMOTH	BUG	POISON	172	179	143	2082	40	153	124	147	13.07604017216642754662
50	ディグダ (アローラのすがた)	DIGLETT_ALOLA	GROUND	STEEL	67	108	81	681	40	97	75	64	3.56877323420074349442
50	ディグダ	DIGLETT_NORMAL	GROUND		67	109	78	676	40	97	73	64	3.47877885331347728965
51	ダグトリオ (アローラのすがた)	DUGTRIO_ALOLA	GROUND	STEEL	111	201	142	1897	40	170	124	99	8.80631276901004304160
51	ダグトリオ	DUGTRIO_NORMAL	GROUND		111	167	136	1567	40	143	119	99	8.48164146868250539957
52	ニャース	MEOWTH_NORMAL	NORMAL		120	92	78	748	40	84	73	106	5.76172747580044676098
52	ニャース (アローラのすがた)	MEOWTH_ALOLA	DARK		120	99	78	797	40	90	73	106	5.76172747580044676098
53	ペルシアン	PERSIAN_NORMAL	NORMAL		163	150	136	1689	40	130	119	140	11.99424046076313894889
53	ペルシアン (アローラのすがた)	PERSIAN_ALOLA	DARK		163	158	136	1771	40	136	119	140	11.99424046076313894889
54	コダック	PSYDUCK	WATER		137	122	95	1106	40	108	86	120	7.61061946902654867257
55	ゴルダック	GOLDUCK	WATER		190	191	162	2450	40	162	139	162	15.98154719659332860184
56	マンキー	MANKEY	FIGHTING		120	148	82	1164	40	128	76	106	5.98514115898959881129
57	オコリザル	PRIMEAPE	FIGHTING		163	207	138	2288	40	175	120	140	12.08633093525179856115
58	ガーディ	GROWLITHE	FIRE		146	136	93	1243	40	119	85	127	7.96678966789667896679
59	ウインディ	ARCANINE	FIRE		207	227	166	2467	28.5	172	129	158	14.56897784131522516083
60	ニョロモ	POLIWAG	WATER		120	101	82	829	40	91	76	106	5.98514115898959881129
61	ニョロゾ	POLIWHIRL	WATER		163	130	123	1419	40	114	109	140	11.06598984771573604061
62	ニョロボン	POLIWRATH	WATER	FIGHTING	207	182	184	2493	37.5	152	154	172	18.60112359550561797752
63	ケーシィ	ABRA	PSYCHIC		93	195	82	1342	40	165	76	85	4.79940564635958395245
64	ユンゲラー	KADABRA	PSYCHIC		120	232	117	2059	40	195	104	106	8.02328966521106259098
65	フーディン	ALAKAZAM	PSYCHIC		146	271	167	2489	28.5	203	129	114	10.51179413867047891351
66	ワンリキー	MACHOP	FIGHTING		172	137	82	1278	40	120	76	147	8.30014858841010401189
67	ゴーリキー	MACHOKE	FIGHTING		190	177	125	2031	40	151	110	162	12.91304347826086956521
68	カイリキー	MACHAMP	FIGHTING		207	234	159	2489	28.5	177	124	158	14.05451936872309899569
69	マダツボミ	BELLSPROUT	GRASS	POISON	137	139	61	1033	40	121	60	120	5.41353383458646616541
70	ウツドン	WEEPINBELL	GRASS	POISON	163	172	92	1611	40	147	84	140	8.68537666174298375185
71	ウツボット	VICTREEBEL	GRASS	POISON	190	207	135	2431	40	175	118	162	13.77233429394812680115
72	メノクラゲ	TENTACOOL	WATER	POISON	120	97	149	1040	40	88	129	106	9.77412437455325232309
73	ドククラゲ	TENTACRUEL	WATER	POISON	190	166	209	2422	40	143	177	162	19.81617138908085694542
74	イシツブテ	GEODUDE_NORMAL	ROCK	GROUND	120	132	132	1293	40	116	116	106	8.87157287157287157287
74	イシツブテ (アローラのすがた)	GEODUDE_ALOLA	ROCK	ELECTRIC	120	132	132	1293	40	116	116	106	8.87157287157287157287
75	ゴローン	GRAVELER_NORMAL	ROCK	GROUND	146	164	164	1897	40	141	141	127	12.69099929128277817151
75	ゴローン (アローラのすがた)	GRAVELER_ALOLA	ROCK	ELECTRIC	146	164	164	1897	40	141	141	127	12.69099929128277817151
76	ゴローニャ (アローラのすがた)	GOLEM_ALOLA	ROCK	ELECTRIC	190	211	198	2486	29.5	163	154	148	16.00561797752808988763
76	ゴローニャ	GOLEM_NORMAL	ROCK	GROUND	190	211	198	2486	29.5	163	154	148	16.00561797752808988763
77	ポニータ	PONYTA	FIRE		137	170	127	1697	40	146	112	120	9.72503617945007235890
78	ギャロップ	RAPIDASH	FIRE		163	207	162	2461	40	175	139	140	13.81121362668559261888
79	ヤドン	SLOWPOKE	WATER	PSYCHIC	207	109	98	1226	40	97	89	175	11.46063281824871228845
80	ヤドラン	SLOWBRO	WATER	PSYCHIC	216	177	180	2490	38.5	150	152	180	19.24050632911392405062
81	コイル	MAGNEMITE	ELECTRIC	STEEL	93	165	121	1362	40	142	107	85	6.60493827160493827160
82	レアコイル	MAGNETON	ELECTRIC	STEEL	137	223	169	2485	40	188	145	120	12.29681978798586572439
83	カモネギ	FARFETCHD	NORMAL	FLYING	141	124	115	1236	40	109	102	123	9.14431486880466472303
84	ドードー	DODUO	NORMAL	FLYING	111	158	83	1200	40	136	77	99	5.65924276169265033408
85	ドードリオ	DODRIO	NORMAL	FLYING	155	218	140	2362	40	184	122	134	11.74425287356321839081
86	パウワウ	SEEL	WATER		163	85	121	971	40	79	107	140	10.87872185911401597676
87	ジュゴン	DEWGONG	WATER	ICE	207	139	177	1985	40	121	151	175	18.59605911330049261083
88	ベトベター (アローラのすがた)	GRIMER_ALOLA	POISON	DARK	190	135	90	1374	40	118	82	162	9.82544378698224852071
88	ベトベター	GRIMER_NORMAL	POISON		190	135	90	1374	40	118	82	162	9.82544378698224852071
89	ベトベトン	MUK_NORMAL	POISON		233	190	172	2481	33	153	140	185	18.36879432624113475178
89	ベトベトン (アローラのすがた)	MUK_ALOLA	POISON	DARK	233	190	172	2481	33	153	140	185	18.36879432624113475178
90	シェルダー	SHELLDER	WATER		102	116	134	1080	40	103	117	92	7.76063446286950252343
91	パルシェン	CLOYSTER	WATER	ICE	137	186	256	2493	38.5	157	211	118	16.81161377447670492911
92	ゴース	GASTLY	GHOST	POISON	102	186	67	1229	40	158	64	92	4.41379310344827586207
93	ゴースト	HAUNTER	GHOST	POISON	128	223	107	1963	40	188	96	113	7.94143484626647144949
94	ゲンガー	GENGAR	GHOST	POISON	155	261	149	2487	30.5	202	120	124	10.70503597122302158274
95	イワーク	ONIX	ROCK	GROUND	111	85	232	1101	40	79	195	99	13.17747440273037542663
96	スリープ	DROWZEE	PSYCHIC		155	89	136	1040	40	82	119	134	11.48020158387329013679
97	スリーパー	HYPNO	PSYCHIC		198	144	193	2090	40	125	164	168	19.21338912133891213390
98	クラブ	KRABBY	WATER		102	181	124	1561	40	154	109	92	7.27193618564176939811
99	キングラー	KINGLER	WATER		146	240	181	2485	31.5	188	145	119	12.19434628975265017668
100	ビリリダマ	VOLTORB	ELECTRIC		120	109	111	1010	40	97	99	106	7.66544923301680058437
101	マルマイン	ELECTRODE	ELECTRIC		155	173	173	2099	40	148	148	134	13.98589562764456981664
102	タマタマ	EXEGGCUTE	GRASS	PSYCHIC	155	107	125	1175	40	96	110	134	10.68115942028985507246
103	ナッシー (アローラのすがた)	EXEGGUTOR_ALOLA	GRASS	DRAGON	216	230	153	2497	29	176	120	166	14.33093525179856115108
103	ナッシー	EXEGGUTOR_NORMAL	GRASS	PSYCHIC	216	233	149	2498	29	178	117	166	14.00288392213410237924
104	カラカラ	CUBONE	GROUND		137	90	144	1019	40	82	125	120	10.75268817204301075269
105	ガラガラ (アローラのすがた)	MAROWAK_ALOLA	FIRE	GHOST	155	144	186	1835	40	125	158	134	14.82633053221288515406
105	ガラガラ	MAROWAK_NORMAL	GROUND		155	144	186	1835	40	125	158	134	14.82633053221288515406
106	サワムラー	HITMONLEE	FIGHTING		137	224	181	2484	37.5	185	152	117	12.50632911392405063291
107	エビワラー	HITMONCHAN	FIGHTING		137	193	197	2332	40	164	167	120	13.94572025052192066805
108	ベロリンガ	LICKITUNG	NORMAL		207	108	137	1411	40	97	120	175	15.10791366906474820144
109	ドガース	KOFFING	POISON		120	119	141	1214	40	105	123	106	9.35965541995692749462
110	マタドガス	WEEZING	POISON		163	174	197	2293	40	149	167	140	16.27000695894224077940
111	サイホーン	RHYHORN	GROUND	ROCK	190	140	127	1651	40	122	112	162	13.12879884225759768452
112	サイドン	RHYDON	GROUND	ROCK	233	222	171	2498	27.5	166	130	173	16.06428571428571428571
113	ラッキー	CHANSEY	NORMAL		487	60	128	1255	40	59	113	396	32.35574837310195227767
114	モンジャラ	TANGELA	GRASS		163	183	169	2238	40	156	145	140	14.34628975265017667845
115	ガルーラ	KANGASKHAN	NORMAL		233	181	165	2494	37.5	152	139	192	18.94109297374024130589
116	タッツー	HORSEA	WATER		102	129	103	1056	40	113	93	92	6.27732942039618488628
117	シードラ	SEADRA	WATER		146	187	156	2093	40	159	135	127	12.20284697508896797153
118	トサキント	GOLDEEN	WATER		128	123	110	1152	40	109	98	113	8.09502923976608187135
119	アズマオウ	SEAKING	WATER		190	175	147	2162	40	150	128	162	14.83261802575107296137
120	ヒトデマン	STARYU	WATER		102	137	112	1157	40	120	100	92	6.71532846715328467153
121	スターミー	STARMIE	WATER	PSYCHIC	155	210	184	2492	37.5	174	154	131	14.16713483146067415730
122	バリヤード	MR_MIME	PSYCHIC	FAIRY	120	192	205	2228	40	163	173	106	12.70824670824670824671
123	ストライク	SCYTHER	BUG	FLYING	172	218	170	2494	34.5	176	140	141	14.00000000000000000000
124	ルージュラ	JYNX	ICE	PSYCHIC	163	223	151	2500	38.5	186	129	139	12.81701215153681200858
125	エレブー	ELECTABUZZ	ELECTRIC		163	198	158	2334	40	168	136	140	13.54196301564722617355
126	ブーバー	MAGMAR	FIRE		163	206	154	2394	40	174	133	140	13.27156094084105488239
127	カイロス	PINSIR	BUG		163	238	182	2494	29.5	183	142	129	12.97308781869688385270
